# ch1	Y	RMS
0.06	0	0
0.18	0	0
0.3	0	0
0.42	0	0
0.54	0	0
0.66	0	0
0.78	0	0
0.9	0	0
1.02	0	0
1.14	0.00333333	0
1.26	0.00333333	0
1.38	0.00333333	0
1.5	0	0
1.62	0.00333333	0
1.74	0	0
1.86	0	0
1.98	0	0
2.1	0	0
2.22	0	0
2.34	0	0
2.46	0.00666667	0
2.58	0	0
2.7	0	0
2.82	0.0133333	0
2.94	0	0
3.06	0	0
3.18	0	0
3.3	0.01	0
3.42	0	0
3.54	0	0
3.66	0	0
3.78	0	0
3.9	0.01	0
4.02	0	0
4.14	0	0
4.26	0	0
4.38	0	0
4.5	0	0
4.62	0	0
4.74	0.00333333	0
4.86	0.106667	0
4.98	0	0
5.1	0	0
5.22	0	0
5.34	0	0
5.46	0	0
5.58	0	0
5.7	0	0
5.82	0	0
5.94	0	0
6.06	0	0
6.18	0	0
6.3	0.0933333	0
6.42	0.13	0
6.54	0	0
6.66	0	0
6.78	0	0
6.9	0	0
7.02	0	0
7.14	0	0
7.26	0	0
7.38	0	0
7.5	0	0
7.62	0	0
7.74	0	0
7.86	0	0
7.98	0	0
8.1	0	0
8.22	0	0
8.34	0	0
8.46	0	0
8.58	0	0
8.7	0	0
8.82	0.01	0
8.94	0.0133333	0
9.06	0.00333333	0
9.18	0.126667	0
9.3	0.183333	0
9.42	0.103333	0
9.54	0.0766667	0
9.66	0.00333333	0
9.78	0.0933333	0
9.9	0	0
10.02	0	0
10.14	0	0
10.26	0	0
10.38	0	0
10.5	0	0
10.62	0	0
10.74	0	0
10.86	0	0
10.98	0	0
11.1	0	0
11.22	0	0
11.34	0	0
11.46	0	0
11.58	0	0
11.7	0	0
11.82	0	0
11.94	0	0


# ch2	Y	RMS
0.06	0	0
0.18	0	0
0.3	0	0
0.42	0	0
0.54	0	0
0.66	0	0
0.78	0.00166667	0
0.9	0.00166667	0
1.02	0.00333333	0
1.14	0	0
1.26	0.00666667	0
1.38	0.00166667	0
1.5	0.00333333	0
1.62	0.0116667	0
1.74	0.005	0
1.86	0.00333333	0
1.98	0.0133333	0
2.1	0.0116667	0
2.22	0.005	0
2.34	0.0116667	0
2.46	0.01	0
2.58	0.00833333	0
2.7	0.01	0
2.82	0.025	0
2.94	0.01	0
3.06	0.0116667	0
3.18	0.02	0
3.3	0	0
3.42	0.00166667	0
3.54	0.00833333	0
3.66	0.0366667	0
3.78	0.0266667	0
3.9	0.0133333	0
4.02	0	0
4.14	0	0
4.26	0.00166667	0
4.38	0.0133333	0
4.5	0.00833333	0
4.62	0.0983333	0
4.74	0.108333	0
4.86	0.025	0
4.98	0	0
5.1	0	0
5.22	0.005	0
5.34	0.00166667	0
5.46	0	0
5.58	0	0
5.7	0.00333333	0
5.82	0.01	0
5.94	0.03	0
6.06	0.0183333	0
6.18	0.141667	0
6.3	0.181667	0
6.42	0.02	0
6.54	0.00166667	0
6.66	0	0
6.78	0	0
6.9	0	0
7.02	0	0
7.14	0	0
7.26	0.00166667	0
7.38	0	0
7.5	0	0
7.62	0	0
7.74	0	0
7.86	0	0
7.98	0	0
8.1	0	0
8.22	0	0
8.34	0.00166667	0
8.46	0.00166667	0
8.58	0.0116667	0
8.7	0	0
8.82	0.00166667	0
8.94	0.005	0
9.06	0.0283333	0
9.18	0.0183333	0
9.3	0	0
9.42	0	0
9.54	0	0
9.66	0	0
9.78	0	0
9.9	0	0
10.02	0	0
10.14	0	0
10.26	0	0
10.38	0	0
10.5	0	0
10.62	0	0
10.74	0	0
10.86	0	0
10.98	0	0
11.1	0	0
11.22	0	0
11.34	0	0
11.46	0	0
11.58	0	0
11.7	0	0
11.82	0	0
11.94	0	0


# ch3	Y	RMS
0.06	0	0
0.18	0	0
0.3	0	0
0.42	0.317778	0
0.54	0.19	0
0.66	0.0411111	0
0.78	0.145556	0
0.9	0.0422222	0
1.02	0.0555556	0
1.14	0.0411111	0
1.26	0.0277778	0
1.38	0.0133333	0
1.5	0.00888889	0
1.62	0.0566667	0
1.74	0.0233333	0
1.86	0.00111111	0
1.98	0.0177778	0
2.1	0.00444444	0
2.22	0.00222222	0
2.34	0	0
2.46	0.00222222	0
2.58	0	0
2.7	0	0
2.82	0.00333333	0
2.94	0	0
3.06	0	0
3.18	0.00222222	0
3.3	0.00222222	0
3.42	0	0
3.54	0	0
3.66	0	0
3.78	0	0
3.9	0.00111111	0
4.02	0	0
4.14	0	0
4.26	0	0
4.38	0	0
4.5	0	0
4.62	0	0
4.74	0	0
4.86	0	0
4.98	0	0
5.1	0	0
5.22	0	0
5.34	0	0
5.46	0	0
5.58	0	0
5.7	0	0
5.82	0	0
5.94	0	0
6.06	0	0
6.18	0	0
6.3	0	0
6.42	0	0
6.54	0	0
6.66	0	0
6.78	0	0
6.9	0	0
7.02	0	0
7.14	0	0
7.26	0	0
7.38	0	0
7.5	0	0
7.62	0	0
7.74	0	0
7.86	0	0
7.98	0	0
8.1	0	0
8.22	0	0
8.34	0	0
8.46	0	0
8.58	0	0
8.7	0	0
8.82	0	0
8.94	0	0
9.06	0	0
9.18	0	0
9.3	0	0
9.42	0	0
9.54	0	0
9.66	0	0
9.78	0	0
9.9	0	0
10.02	0	0
10.14	0	0
10.26	0	0
10.38	0	0
10.5	0	0
10.62	0	0
10.74	0	0
10.86	0	0
10.98	0	0
11.1	0	0
11.22	0	0
11.34	0	0
11.46	0	0
11.58	0	0
11.7	0	0
11.82	0	0
11.94	0	0


